WKT,id,codcen,dlibre,cod_generica,dgenerica_cas,dgenerica_val,despecifica,regimen,cif_centro,titular,direccion,codpos,telef,fax,mail,web,cod_ine_mun,noms_mun,localidad_oficial,comarca,provincia,latitud,longitud,cod_estado,desc_estado,tiene_ip,cod_aplicacion,desc_aplicacion
POINT (720004.8021115 4373473.75863697),2625,46019921,ESCOLA PRIVADA DE MÚSICA ESCOLA D'EDUCANDOS DE L'AMISTAT,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA D'EDUCANDOS DE L'AMISTAT,PRIVADO,G46173126,AGRUPACIÓN MUSICAL LA AMISTAD,"PZ. PAÍS VALENCIÀ, 4",46930,961523883,961523883,lamistatquart@gmail.com,0,46102,Quart de Poblet,Quart De Poblet,l'Horta Sud,València/Valencia,39.482748,-0.441977,A,ALTA,N,2,CENTROS
POINT (718748.174397309 4360054.86904411),2626,46019945,ESCOLA PRIVADA DE MÚSICA DE EDUCANDOS,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,EDUCANDOS,PRIVADO,G46177556,SOCIEDAD ARTÍSTICO MUSICAL DE PICASSENT,"CL. NOU, 17",46220,961230474,0,escolasampicassent@gmail.com,0,46194,Picassent,Picassent,l'Horta Sud,València/Valencia,39.362274,-0.460964,A,ALTA,N,2,CENTROS
POINT (724887.490746631 4373056.29904919),2627,46019957,CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA),1157,CENTRO AUTORIZADO ELEMENTAL DE DANZA,CENTRE AUTORITZAT ELEMENTAL DE DANSA,BOTÀNIC (ESPAI DE DANSA),PRIVADO,21004338W,EMMA ROMEU FERRER,"CL. TURIA, 65",46008,963917048,963917048,botanicespaidedansa@gmail.com,http://www.botanicespaidedansa.com,46250,València,València,València,València/Valencia,39.477728,-0.385401,A,ALTA,N,2,CENTROS
POINT (715133.644239535 4328364.51473369),2628,46019970,ESCOLA PRIVADA DE MÚSICA LA LIRA,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,LA LIRA,PRIVADO,G96399704,ASOCIACIÓN ESCUELA DE MÚSICA LA LIRA,"CL. FRANCO, 4",46270,962450085,0,smliracastellonera@hotmail.com,0,46257,Castelló,Castelló,la Ribera Alta,València/Valencia,39.07789,-0.512974,A,ALTA,N,2,CENTROS
POINT (723965.411546598 4380493.67499001),2629,46020017,CENTRE ELEMENTAL DE MÚSICA C.ESTUDIS MUSICALS MESTRE PALAU,1137,CENTRO AUTORIZADO ELEMENTAL DE MÚSICA,CENTRE AUTORITZAT ELEMENTAL DE MÚSICA,CENTRE ESTUDIS MUSICALS MESTRE PALAU,PRIVADO,V46065298,CENTRO ARTÍSTICO MUSICAL DE MONCADA,"CL. MAYOR, 14",46113,961390064,961390064,info@musicalmoncada.es,http://www.musicalmoncada.es/,46171,Montcada/Moncada,Moncada,l'Horta Nord,València/Valencia,39.544914,-0.393609,A,ALTA,N,2,CENTROS
POINT (715523.918928127 4364257.16654387),2630,46020029,CEE PÚB. LA UNIÓN,1020,CENTRO DE EDUCACIÓN ESPECIAL,CENTRE D'EDUCACIÓ ESPECIAL,LA UNIÓN,PÚBLICO,P4600003J,MANCOMUNITAT INTERMUNICIPAL DE L'HORTA SUD,"CL. CASETA DE LA CAPA, 38",46900,961551064,0,c.e.e.launion@gmail.com,https://colegioeducacionespeciallaunion.com/,46244,Torrent,Torrent,l'Horta Sud,València/Valencia,39.400914,-0.497003,A,ALTA,N,2,CENTROS
POINT (708767.927402292 4379636.06232079),2631,46020042,CONSERVATORI PROFESSIONAL DE DANSA,1151,CONSERVATORIO PROFESIONAL DE DANZA,CONSERVATORI PROFESSIONAL DE DANSA,,PÚBLICO,P4621600H,AJUNTAMENT DE RIBA-ROJA DE TÚRIA,"CL. MAJOR, S/N",46190,961653130,0,conservatorio@ribaroja.es,0,46214,Riba-roja de Túria,Riba-Roja De Túria,el Camp de Túria,València/Valencia,39.541024,-0.570584,A,ALTA,N,2,CENTROS
POINT (721002.322585277 4354595.02268672),2632,46020078,SECCIÓ EDUCACIÓ SECUNDÀRIA NÚMERO 1,1047,SECCIÓN DE EDUCACIÓN SECUNDARIA,SECCIÓ D'EDUCACIÓ SECUNDÀRIA,NÚMERO 1,PÚBLICO,S4600074A,GENERALITAT VALENCIANA,"CR. NACIONAL 340, KM. 225",46220,962936890,0,46020078@edu.gva.es,0,46194,Picassent,Picassent,l'Horta Sud,València/Valencia,39.312552,-0.436621,A,ALTA,S,2,CENTROS
POINT (732877.325821001 4401186.12370605),2633,46020182,EI 1er CICLE EL TABALET,1686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EL TABALET,PÚBLICO,Q9655242G,GENERALITAT VALENCIANA,"CM. DEL TABALET, S/N",46511,961964295,0,46020182@edu.gva.es,0,46058,Benifairó de les Valls,Benifairó De Les Valls,el Camp de Morvedre,València/Valencia,39.72878,-0.282721,A,ALTA,S,2,CENTROS
POINT (721743.936844882 4337525.1691603),2634,46020194,EI 1er CICLE TULELL,1686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,TULELL,PÚBLICO,Q9655486J,GENERALITAT VALENCIANA,"CL. TULELL, S/N",46600,962457810,0,46020194@edu.gva.es,http://eitulell.edu.gva.es/escoleta/,46017,Alzira,Alzira,la Ribera Alta,València/Valencia,39.158701,-0.433635,A,ALTA,S,2,CENTROS
POINT (721814.170615987 4376961.26687091),2635,46020200,EI 1er CICLE CAPERUCITA ROJA,1686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,CAPERUCITA ROJA,PÚBLICO,Q9655485B,GENERALITAT VALENCIANA,"PZ. 9 D'OCTUBRE, S/N",46100,961205180,0,46020200@edu.gva.es,0,46078,Burjassot,Burjassot,l'Horta Nord,València/Valencia,39.513676,-0.419798,A,ALTA,S,2,CENTROS
POINT (719012.787926695 4376085.81966393),2636,46020212,EI 1er CICLE EL MOLÍ,1686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EL MOLÍ,PÚBLICO,Q9655489D,GENERALITAT VALENCIANA,"CL. CID CAMPEADOR, S/N",46980,961205870,0,46020212@edu.gva.es,0,46190,Paterna,Paterna,l'Horta Nord,València/Valencia,39.506514,-0.452642,A,ALTA,S,2,CENTROS
POINT (717296.133774193 4368116.94120469),2637,46020224,EI 1er CICLE PULGARCITO,1686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,PULGARCITO,PÚBLICO,Q9655488F,GENERALITAT VALENCIANA,"CL. PINTOR RIBERA, 30",46900,961205865,0,46020224@edu.gva.es,https://portal.edu.gva.es/46020224/,46244,Torrent,Torrent,l'Horta Sud,València/Valencia,39.435215,-0.475186,A,ALTA,S,2,CENTROS
POINT (728664.816999651 4371923.79115366),2638,46020236,EI 1er CICLE CENTRO SOCIAL EL GRAO,1686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,CENTRO SOCIAL EL GRAO,PÚBLICO,Q9655567G,GENERALITAT VALENCIANA,"CL. VICTOR MOYA, S/N",46022,961205860,0,46020236@edu.gva.es,https://portal.edu.gva.es/46020236/,46250,València,València,València,València/Valencia,39.466539,-0.341917,A,ALTA,S,2,CENTROS
POINT (646243.470849638 4435813.7468438),2639,46020248,IES DE ADEMUZ,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,PÚBLICO,Q9655231J,GENERALITAT VALENCIANA,"AV. DE VALENCIA, 47",46140,978787005,0,46020248@edu.gva.es,https://portal.edu.gva.es/46020248,46001,Ademuz,Ademuz,El Rincón de Ademuz,València/Valencia,40.059896,-1.285284,A,ALTA,S,2,CENTROS
POINT (707078.988426167 4386180.36982557),2640,46020261,IES DE BENAGUASIL,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,PÚBLICO,Q9655407F,GENERALITAT VALENCIANA,"CL. SEGORBE, 2",46180,962718335,0,46020261@edu.gva.es,0,46051,Benaguasil,Benaguasil,el Camp de Túria,València/Valencia,39.600348,-0.58818,A,ALTA,S,2,CENTROS
POINT (734370.690975555 4401761.01875448),2641,46020273,IES LA VALL DE SEGÓ,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,LA VALL DE SEGÓ,PÚBLICO,Q9655421G,GENERALITAT VALENCIANA,"CR. DE QUARTELL, S/N",46511,962617715,0,46020273@edu.gva.es,https://ieslavalldesego.es/,46058,Benifairó de les Valls,Benifairó De Les Valls,el Camp de Morvedre,València/Valencia,39.733545,-0.26511,A,ALTA,S,2,CENTROS
POINT (707081.462913867 4293156.07259903),2642,46020285,IES DE BOCAIRENT,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,PÚBLICO,Q9655433B,GENERALITAT VALENCIANA,"CL. ALCOI, 5",46880,962919590,0,46020285@edu.gva.es,https://portal.edu.gva.es/46020285,46072,Bocairent,Bocairent,la Vall d'Albaida,València/Valencia,38.762834,-0.616618,A,ALTA,S,2,CENTROS
POINT (700444.008463175 4317362.03199445),2643,46020297,IES DE ENGUERA,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,PÚBLICO,Q9655611C,GENERALITAT VALENCIANA,"PZ. MANUEL TOLSÁ, S/N",46810,962249085,0,46020297@edu.gva.es,https://portal.edu.gva.es/46020297,46118,Enguera,Enguera,La Canal de Navarrés,València/Valencia,38.982322,-0.685892,A,ALTA,S,2,CENTROS
POINT (730513.776963163 4388469.76860982),2644,46020315,IES DE PUÇOL,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,PÚBLICO,Q9655189J,GENERALITAT VALENCIANA,"AV. CORTS VALENCIANES, 31",46530,961205985,0,46020315@edu.gva.es,https://portal.edu.gva.es/46020315,46205,Puçol,Puçol,l'Horta Nord,València/Valencia,39.61497,-0.314709,A,ALTA,S,2,CENTROS
POINT (707984.189207441 4380232.54238807),2645,46020327,IES PLA DE NADAL,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,PLA DE NADAL,PÚBLICO,Q9655221A,GENERALITAT VALENCIANA,"AV. DEL POLIDEPORTIVO, S/N",46190,962718340,0,46020327@edu.gva.es,https://portal.edu.gva.es/46020327,46214,Riba-roja de Túria,Riba-Roja De Túria,el Camp de Túria,València/Valencia,39.546584,-0.57951,A,ALTA,S,2,CENTROS
POINT (717014.913593106 4384618.87385833),2646,46020339,CEE PRIV. AVAPACE-VIRGEN DE AGOSTO,1021,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,CENTRE PRIVAT D'EDUCACIÓ ESPECIAL,AVAPACE-VIRGEN DE AGOSTO,CONCERTADO,G46103727,ASO.VNA.AYUDA PARÁLISIS CEREBRAL INFANTIL (AVAPACE),"CL. LLOMETA DEL MAS, S/N",46117,961601200,963604437,ceevagosto.dir@avapace.org,https://www.avapace.org/educacion-especial.php,46070,Bétera,Bétera,el Camp de Túria,València/Valencia,39.583833,-0.473072,A,ALTA,N,2,CENTROS
POINT (728245.445579218 4372046.63500809),2647,46020340,CEIP MIQUEL ADLERT I NOGUEROL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MIQUEL ADLERT I NOGUEROL,PÚBLICO,Q9655765G,GENERALITAT VALENCIANA,"CL. PEPE ALBA, 21",46022,962566290,0,46020340@edu.gva.es,0,46250,València,València,València,València/Valencia,39.467756,-0.346745,A,ALTA,S,2,CENTROS
POINT (707374.471228617 4385561.5873381),2648,46020364,CENTRE ENS. PROFESSIONALS MÚSICA UNIÓ MUSICAL DE BENAGUASIL,1147,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA,CENTRE ESTUDIS UNIÓ MUSICAL DE BENAGUASIL,PRIVADO,G46084679,CENTRO INSTRUCTIVO CULTURAL UNIÓN MUSICAL,"PZ. DEL CASTELL, 9",46180,962731416,962731416,uniomusical@gmail.com,http://www.umbenaguasil.es,46051,Benaguasil,Benaguasil,el Camp de Túria,València/Valencia,39.594706,-0.584935,A,ALTA,N,2,CENTROS
POINT (667943.346831397 4325185.31886685),2649,46020376,ESCUELA PRIVADA DE MÚSICA SOCIEDAD MUSICAL AYORENSE,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,SOCIEDAD MUSICAL AYORENSE,PRIVADO,G46175022,SOCIEDAD MUSICAL AYORENSE,"CL. MARQUESA DE ZENETE, 81",46620,962191234,0,smayorense@fsmcv.org,0,46044,Ayora,Ayora,El Valle de Cofrentes-Ayora,València/Valencia,39.059617,-1.058963,A,ALTA,N,2,CENTROS
POINT (728141.796896585 4373808.50873837),2650,46020388,CONSERVATORI PROFESSIONAL DE DANSA,1151,CONSERVATORIO PROFESIONAL DE DANZA,CONSERVATORI PROFESSIONAL DE DANSA,,PÚBLICO,Q9655789G,GENERALITAT VALENCIANA,"CM. DE VERA, S/N",46022,961206810,0,46020388@edu.gva.es,https://portal.edu.gva.es/46020388,46250,València,València,València,València/Valencia,39.483642,-0.347346,A,ALTA,S,2,CENTROS
POINT (725181.448654469 4373301.25238236),2651,46020391,IES BARRI DEL CARME,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,BARRI DEL CARME,PÚBLICO,Q9655745I,GENERALITAT VALENCIANA,"CL. BENEFICENCIA, 20",46003,961206095,0,46020391@edu.gva.es,0,46250,València,València,València,València/Valencia,39.479856,-0.381904,A,ALTA,S,2,CENTROS
POINT (718727.659950718 4371054.48730587),2652,46020406,IES CARLES SALVADOR,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,CARLES SALVADOR,PÚBLICO,Q9655264A,GENERALITAT VALENCIANA,"CL. MONESTIR DE POBLET, S/N",46960,961205990,0,46020406@edu.gva.es,http://www.iescarlessalvador.es,46021,Aldaia,Aldaia,l'Horta Sud,València/Valencia,39.461296,-0.457606,A,ALTA,S,2,CENTROS
POINT (718867.692281401 4349500.24872489),2653,46020421,IES HORT DE FELIU,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,HORT DE FELIU,PÚBLICO,Q9655287B,GENERALITAT VALENCIANA,"CL. FOTOGRAFO ISMAEL LATORRE, S/N",46230,961719090,0,46020421@edu.gva.es,https://portal.edu.gva.es/46020421,46031,Alginet,Alginet,la Ribera Alta,València/Valencia,39.267231,-0.463014,A,ALTA,S,2,CENTROS
POINT (694450.239744013 4304988.78278116),2654,46020431,IES DE MOIXENT,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,,PÚBLICO,Q9655771E,GENERALITAT VALENCIANA,"AV. LEPANTO, S/N",46640,962249050,0,46020431@edu.gva.es,https://portal.edu.gva.es/46020431,46170,Moixent/Mogente,Moixent,la Costera,València/Valencia,38.872258,-0.75855,A,ALTA,S,2,CENTROS
POINT (706776.312570194 4388798.5412976),2655,46020455,CONSERVATORI PROFESSIONAL DE MÚSICA,1131,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,,PÚBLICO,S4600343J,GENERALITAT VALENCIANA,"CL. TRENCALL, 4",46160,961629155,0,46020455@edu.gva.es,0,46147,Llíria,Llíria,el Camp de Túria,València/Valencia,39.623991,-0.590885,A,ALTA,S,2,CENTROS
POINT (721669.496277237 4340997.05706929),2656,46020467,CENTRE ENS. PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES,1148,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE DANZA,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE DANSA,JUAN BAUTISTA CABANILLES,PRIVADO,F46688776,SOC.COOP. VAL. C. MUSICAL JOAN BAPTISTA CABANILLES,"PZ. AUDITORIO MORENO GANS, 4",46680,962481752,0,secretaria@centredemusicaidansa.com,http://www.centredemusicaidansa.com/cas/,46029,Algemesí,Algemesí,la Ribera Alta,València/Valencia,39.189974,-0.433359,A,ALTA,N,2,CENTROS
POINT (745586.673979229 4314482.96696815),2657,46020479,IES JOAN FUSTER,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,JOAN FUSTER,PÚBLICO,Q9650013G,GENERALITAT VALENCIANA,"CL. ENRIC SOLER I GODES, S/N",46713,962829400,0,46020479@edu.gva.es,https://portal.edu.gva.es/46020479,46048,Bellreguard,Bellreguard Poble,la Safor,València/Valencia,38.944916,-0.166297,A,ALTA,S,2,CENTROS
POINT (709574.364452692 4316290.47491102),2658,46020480,IES SIVERA FONT,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,SIVERA FONT,PÚBLICO,Q9650016J,GENERALITAT VALENCIANA,"AV. JAUME I, S/N",46650,962249055,0,46020480@edu.gva.es,https://portal.edu.gva.es/46020480/,46081,Canals,Canals,la Costera,València/Valencia,38.970537,-0.580897,A,ALTA,S,2,CENTROS
POINT (736929.109927711 4338167.46047594),2659,46020492,IES JOAN LLOPIS MARÍ,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,JOAN LLOPIS MARÍ,PÚBLICO,Q9655794G,GENERALITAT VALENCIANA,"PD. SENIADES, S/N",46400,961719095,0,46020492@edu.gva.es,https://portal.edu.gva.es/46020492,46105,Cullera,Cullera,la Ribera Baixa,València/Valencia,39.160481,-0.257846,A,ALTA,S,2,CENTROS
POINT (732306.556386451 4343063.38250362),2660,46020510,CENTRE ENS. PROFESSIONALS DE MÚSICA VICENT VERA,1147,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA,VICENT VERA,PRIVADO,G46202735,SOCIETAT ATENEU MUSICAL DE SUECA,"PS. DE L'ESTACIÓ, 3",46410,961702041,0,secretaria@ateneusueca.com,http://www.ateneusueca.com,46235,Sueca,Sueca,la Ribera Baixa,València/Valencia,39.205796,-0.30961,A,ALTA,N,2,CENTROS
POINT (725516.776455223 4372952.61043925),2661,46020522,CENTRE DOCENT PRIVAT FPA CASA DE LOS OBREROS S.VTE. FERRER,1685,CENTRO DOCENTE PRIVADO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE DOCENT PRIVAT DE FORMACIÓ BÀSICA DE PERSONES ADULTES,CASA DE LOS OBREROS DE SAN VICENTE FERRER,PRIVADO,G46103651,CASA DE LOS OBREROS DE SAN VICENTE FERRER,"CL. CAVALLERS (CASA DE LOS OBREROS), 3",46001,963916677,963911642,casaobreros@gmail.com,http://www.casadelosobreros.es,46250,València,València,València,València/Valencia,39.47663,-0.378127,A,ALTA,N,2,CENTROS
POINT (720652.203004363 4378211.60340125),2662,46020534,CEIP ANTONIO FERRANDIS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ANTONIO FERRANDIS,PÚBLICO,Q9650017H,GENERALITAT VALENCIANA,"PZ. LA YESA, S/N",46980,961207355,0,46020534@edu.gva.es,0,46190,Paterna,Paterna,l'Horta Nord,València/Valencia,39.52523,-0.432887,A,ALTA,S,2,CENTROS
POINT (720805.312181828 4373190.2593398),2663,46020546,ESCOLA OFICIAL IDIOMES QUART DE POBLET,1080,ESCUELA OFICIAL DE IDIOMAS,ESCOLA OFICIAL D'IDIOMES,,PÚBLICO,Q9650018F,GENERALITAT VALENCIANA,"CL. XIQUET DE QUART, 2 ACC",46930,961206825,0,46020546@edu.gva.es,https://portal.edu.gva.es/46020546,46102,Quart de Poblet,Quart De Poblet,l'Horta Sud,València/Valencia,39.479991,-0.432772,A,ALTA,S,2,CENTROS
POINT (736235.527145787 4394895.27596116),2664,46020558,ESCOLA OFICIAL IDIOMES SAGUNT,1080,ESCUELA OFICIAL DE IDIOMAS,ESCOLA OFICIAL D'IDIOMES,,PÚBLICO,Q9650015B,GENERALITAT VALENCIANA,"AV. FAUSTO CARUANA, S/N",46500,962617835,0,46020558@edu.gva.es,https://portal.edu.gva.es/46020558,46220,Sagunt/Sagunto,Sagunt,el Camp de Morvedre,València/Valencia,39.67124,-0.245832,A,ALTA,S,2,CENTROS
POINT (740711.567220405 4311420.40448441),2665,46020561,ESCOLA PRIVADA DE MÚSICA,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,,PRIVADO,G46168530,AGRUPACIÓ MUSICAL SANTA CECILIA,"CL. GOYA, 1",46724,962808875,962808155,bandaador@amsca.es,http://www.amsca.es/,46002,Ador,Ador,la Safor,València/Valencia,38.918702,-0.223562,A,ALTA,N,2,CENTROS
POINT (712880.217780849 4299920.01877795),2666,46020571,ESCOLA PRIVADA DE MÚSICA AMANCIO AMORÓS SIRVENT,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,AMANCIO AMORÓS SIRVENT,PRIVADO,G46354486,AGRUPACIÓN MUSICAL DE AGULLENT,"CL. MAJOR, 4",46890,605864632,0,info@amagullent.org,http://www.amagullent.org/,46004,Agullent,Agullent,la Vall d'Albaida,València/Valencia,38.822353,-0.547847,A,ALTA,N,2,CENTROS
POINT (725404.432700553 4406805.97725143),2667,46020583,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MÚSICO CULTURAL,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓN MÚSICO CULTURAL,PRIVADO,G46352480,AGRUPACIÓN MÚSICO CULTURAL DE ALGAR DE PALANCIA,"PZ. DE CASTELLÓ, 1-2",46593,962626362,0,amparomusica@hotmail.com,0,46028,Algar de Palància,Algar De Palancia,el Camp de Morvedre,València/Valencia,39.78137,-0.367903,A,ALTA,N,2,CENTROS
POINT (726432.464057566 4377618.22767745),2668,46020595,ESCOLA PRIVADA DE MÚSICA,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,,PRIVADO,G46996443,ASOCIACIÓN MUSICAL BONREPÓS I MIRAMBELL,"CL. ALMÀSSERA, 2",46131,961862135,0,smbonreposimirambell@gmail.com,0,46074,Bonrepòs i Mirambell,Bonrepòs I Mirambell,l'Horta Nord,València/Valencia,39.518385,-0.365906,A,ALTA,N,2,CENTROS
POINT (690156.934108608 4365463.60985717),2669,46020601,ESCUELA PRIVADA DE MÚSICA Y DANZA D. LUIS AYLLON,1196,ESCUELA PRIVADA DE MÚSICA Y DANZA,ESCOLA PRIVADA DE MÚSICA I DANSA,D. LUIS AYLLON,PRIVADO,G46057725,SOCIEDAD MUSICAL LA ARTÍSTICA,"CL. COLÓN, 10-12",46360,962500250,962504560,sociedad@laartistica.org,0,46077,Buñol,Buñol,La Hoya de Buñol,València/Valencia,39.417741,-0.791042,A,ALTA,N,2,CENTROS
POINT (716831.131521785 4325456.9232958),2670,46020625,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓN MUSICAL,PRIVADO,G46354767,AGRUPACIÓN MUSICAL DE MANUEL,"CL. CAJA DE AHORROS, 1",46660,600984987,0,agrupmanuel@fsmcv.org,http://sites.google.com/site/portalema/,46160,Manuel,Manuel,la Ribera Alta,València/Valencia,39.051294,-0.494294,A,ALTA,N,2,CENTROS
POINT (747848.406243251 4315273.53515629),2671,46020637,ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL MILAMARINA,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,UNIÓ MUSICAL MILAMARINA,PRIVADO,G46646576,UNIÓ MUSICAL MILAMARINA,"CL. SANT ANDREU, 1",46711,962818605,962818605,uniomusical.milamarina@gmail.com,http://www.uniomusicalmilamarina.org/,46168,Miramar,Miramar,la Safor,València/Valencia,38.951395,-0.139944,A,ALTA,N,2,CENTROS
POINT (706490.311880688 4359072.01003225),2672,46020649,ESCOLA PRIVADA DE MÚSICA SOCIETAT INST. UNIÓ MUSICAL,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,SOCIETAT INSTRUCTIVA UNIÓ MUSICAL,PRIVADO,G96365994,ASSOCIACIÓ ESCOLA DE MUS.STAT.INST.U.M.DE MONSERRAT,"CL. DOS DE MAYO, 6",46192,962999136,0,info@siummontserrat.com,0,46172,Montserrat,Montserrat,la Ribera Alta,València/Valencia,39.356442,-0.603425,A,ALTA,N,2,CENTROS
POINT (705683.414621633 4356952.22062909),2673,46020650,ESCOLA PRIVADA DE MÚSICA I DANSA LA UNIÓN,1196,ESCUELA PRIVADA DE MÚSICA Y DANZA,ESCOLA PRIVADA DE MÚSICA I DANSA,LA UNIÓN,PRIVADO,G96329081,ESCOLA DE MÚSICA I DANSA LA UNIÓ,"AV. BLASCO IBÁÑEZ, 4",46193,962555466,0,uamm@uamm.org,0,46176,Montroi/Montroy,Montroi,la Ribera Alta,València/Valencia,39.33755,-0.613432,A,ALTA,N,2,CENTROS
POINT (726374.863130729 4376222.47830634),2674,46020662,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN ARTÍSTICO MUSICAL,1194,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,AGRUPACIÓN ARTÍSTICO MUSICAL,PRIVADO,G46175154,AGRUPACIÓN ARTÍSTICO MUSICAL DE TAVERNES BLANQUES,"CL. MARIANO BENLLIURE, 1",46016,961855033,0,info@aamtblanques.es,0,46237,Tavernes Blanques,Tavernes Blanques,l'Horta Nord,València/Valencia,39.505837,-0.36705,A,ALTA,N,2,CENTROS
POINT (726061.101656605 4373347.54083692),2675,46020686,CEE PRIV. PARÁLISIS CEREBRAL INFANTIL CRUZ ROJA,1021,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,CENTRE PRIVAT D'EDUCACIÓ ESPECIAL,PARÁLISIS CEREBRAL INFANTIL CRUZ ROJA,CONCERTADO,Q2866001G,CRUZ ROJA ESPAÑOLA,"CL. ALBORAIA, 4-6",46010,963695954,901706698,cpcicole@cruzroja.es,https://portal.edu.gva.es/46020686,46250,València,València,València,València/Valencia,39.480042,-0.371671,A,ALTA,N,2,CENTROS
